N,perturbation_type,lambda_base,lambda_mult,p_const,lambda_actual,lambda_rounded,TP_mean,FP_mean,FN_mean,TN_mean,recall_mean,precision_mean,f1_mean,mcc_mean,n_predicted_mean,n_true_mean,runtime_mean,TP_sd,FP_sd,FN_sd,TN_sd,recall_sd,precision_sd,f1_sd,mcc_sd,n_predicted_sd,runtime_sd,n_runs,predicted_ratio,tp_fn_tradeoff
50,const_low,0.147423700392246,NA,0.001,0.001,0.001,44.98,0,52.02,1128,0.46371134020618554,1,0.6329398239571037,0.6654152861038369,44.98,97,10.14379384994507,3.216602339774828,0,3.216602339774828,0,0.033160848863658,0,0.0302204193333751,0.024323098599712874,3.216602339774828,2.713260017738746,50,0.46371134020618554,-7.040000000000006
50,const_low,0.147423700392246,NA,0.01,0.01,0.01,43.32,0,53.68,1128,0.44659793814433,1,0.6164107534016158,0.6523385394397243,43.32,97,10.506883716583248,3.914598527646617,0,3.914598527646617,0,0.04035668585202699,0,0.037881980550437816,0.03021697033271382,3.914598527646617,2.481915307052709,50,0.4465979381443299,-10.36
50,const_low,0.147423700392246,NA,0.03,0.03,0.03,38.3,0.04,58.7,1127.96,0.3948453608247423,0.9992,0.5652588213018948,0.6118781305293124,38.34,97,11.226139612197874,3.0722590239437952,0.282842712474619,3.0722590239437952,0.282842712474619,0.03167277344271946,0.005656854249492385,0.03140189108592248,0.024104995598722447,3.211014208143271,2.6149396407492924,50,0.3952577319587629,-20.400000000000006
50,const_low,0.147423700392246,NA,0.05,0.05,0.05,35.42,0.06,61.58,1127.94,0.3651546391752578,0.9988,0.5336361310207185,0.5872837770370779,35.48,97,10.210034751892097,3.670566880536274,0.31363569143000214,3.670566880536274,0.31363569143000214,0.03784089567563178,0.006272713828600048,0.038034531405693704,0.02881799594350121,3.892640885212055,2.919552005396473,50,0.36577319587628865,-26.159999999999997
50,const_low,0.147423700392246,NA,0.07,0.07,0.07,32.8,0,64.2,1128,0.3381443298969072,1,0.5048679042578045,0.5652670808870369,32.8,97,10.924028444290157,2.482592456711824,0,2.482592456711824,0,0.025593736667132282,0,0.028032097214014295,0.0216483839205569,2.482592456711824,2.847096259633609,50,0.3381443298969072,-31.400000000000006
50,const_low,0.147423700392246,NA,0.09,0.09,0.09,30.86,0.02,66.14,1127.98,0.3181443298969071,0.9993939393939394,0.48210437505771186,0.5476166803501256,30.88,97,10.013603162765504,2.4412275266215344,0.1414213562373095,2.4412275266215344,0.1414213562373095,0.025167294088881808,0.004285495643554798,0.02855717324102799,0.021938416597134337,2.454816174172639,2.9975766809563242,50,0.3183505154639175,-35.28
50,const_low,0.147423700392246,NA,0.1,0.1,0.1,30.84,0.1,66.16,1127.9,0.31793814432989687,0.9972089314194578,0.4813123066317228,0.5465223544232143,30.94,97,11.060927162170412,2.9302086016151807,0.3642156795423418,2.9302086016151807,0.3642156795423418,0.03020833609912561,0.010009840034343858,0.03384318309031267,0.025430692650275852,3.0799549426865958,2.7802968217994457,50,0.31896907216494846,-35.31999999999999
50,const_low,0.147423700392246,NA,0.15,0.15,0.15,34.56,0.22,62.44,1127.78,0.35628865979381436,0.994372145287949,0.5228740621928506,0.5780020697110066,34.78,97,10.426328711509704,4.417774857762395,0.46467017049401693,4.417774857762395,0.46467017049401693,0.04554407069858143,0.01169242375744417,0.04787303489054061,0.036309680743086194,4.643582360942588,2.8518266720864474,50,0.35855670103092785,-27.879999999999995
50,const_low,0.147423700392246,NA,0.2,0.2,0.2,45.08,0.7,51.92,1127.3,0.4647422680412372,0.986437580675519,0.6296217750716526,0.6601637931094329,45.78,97,11.04410009860992,5.232707185558534,1.0546302185881,5.232707185558534,1.0546302185881,0.05394543490266519,0.01936438671427323,0.04603645943772053,0.035183522516427194,5.977133296905766,2.894931202892713,50,0.47195876288659794,-6.840000000000003
50,const_low,0.147423700392246,NA,0.25,0.25,0.25,54.06,0.42,42.94,1127.58,0.5573195876288659,0.9928316754023958,0.7128688933070806,0.7292272292761246,54.48,97,10.395487961769108,4.002091290047936,0.7848046682754497,4.002091290047936,0.7848046682754497,0.04125867309327769,0.013356445411977206,0.03269637344647958,0.026742760193209602,4.362362213483958,2.7588911854712608,50,0.5616494845360824,11.120000000000005
