N,perturbation_type,lambda_base,lambda_mult,p_const,lambda_actual,lambda_rounded,TP_mean,FP_mean,FN_mean,TN_mean,recall_mean,precision_mean,f1_mean,mcc_mean,n_predicted_mean,n_true_mean,runtime_mean,TP_sd,FP_sd,FN_sd,TN_sd,recall_sd,precision_sd,f1_sd,mcc_sd,n_predicted_sd,runtime_sd,n_runs,predicted_ratio,tp_fn_tradeoff
50,const_low,0.147423700392246,NA,0.03,0.03,0.03,39.3,0.06,57.7,1127.94,0.4051546391752579,0.9989285714285714,0.575335820752436,0.6197566763866292,39.36,97,10.550172595977783,3.7971525314291465,0.4242640687119285,3.7971525314291465,0.4242640687119285,0.03914590238586753,0.007576144084141648,0.03780855802996628,0.02904076191177807,4.034342371111671,2.385170064519382,50,0.40577319587628863,-18.400000000000006
50,const_low,0.147423700392246,NA,0.05,0.05,0.05,35.58,0,61.42,1128,0.3668041237113402,1,0.536176703084036,0.589433761113904,35.58,97,11.067277870178215,2.6115129714401193,0,2.6115129714401193,0,0.026922814138557984,0,0.028804418063438416,0.022299087096369394,2.6115129714401193,2.8235866723629264,50,0.3668041237113402,-25.840000000000003
50,lambda_double,0.147423700392246,2,NA,0.7446452110712936,0.745,43.44,0.36,53.56,1127.64,0.4478350515463918,0.9932939627765578,0.6150140092936628,0.6500252030804211,43.8,97,11.15752113342285,5.414116092329799,1.1204955172072901,5.414116092329799,1.1204955172072901,0.05581562981783289,0.01828012296015681,0.0501948343314087,0.03879817460258713,6.07100838882165,2.6409469759570086,50,0.45154639175257727,-10.120000000000005
50,lambda_double,0.147423700392246,3,NA,0.6425754088905917,0.643,49.92,0,47.08,1128,0.5146391752577321,1,0.6779393696159222,0.7020242460302777,49.92,97,10.739702539443973,5.236605848861124,0,5.236605848861124,0,0.05398562730784657,0,0.04625857925394153,0.0380457106476668,5.236605848861124,2.4911789050688666,50,0.514639175257732,2.8400000000000034
50,lambda_double,0.147423700392246,4,NA,0.5544964903714114,0.554,47.84,0,49.16,1128,0.4931958762886598,1,0.6596652829199027,0.6869634885412248,47.84,97,10.987328066825864,3.8722455648222667,0,3.8722455648222667,0,0.03992005736930172,0,0.03535981894684065,0.028731862506181472,3.8722455648222667,2.6056011704410986,50,0.49319587628865985,-1.3199999999999932
50,lambda_half,0.147423700392246,0.25,NA,0.9638149868960256,0.964,86.22,0,10.78,1128,0.8888659793814432,1,0.9410778562870274,0.938288255074762,86.22,97,10.819157676696777,1.6695349468566119,0,1.6695349468566119,0,0.017211700483057903,0,0.009605660908292056,0.009754811895334517,1.6695349468566119,2.410802842449759,50,0.8888659793814433,75.44
50,lambda_half,0.147423700392246,0.33,NA,0.9525146217986057,0.953,84.24,0,12.76,1128,0.8684536082474226,1,0.9294570077319315,0.9266237064048763,84.24,97,11.166776409149165,2.0855185818165323,0,2.0855185818165323,0,0.021500191565118832,0,0.012336924546398561,0.012326329966881305,2.0855185818165323,2.6618620052878574,50,0.8684536082474227,71.47999999999999
50,lambda_half,0.147423700392246,0.5,NA,0.9289393289653861,0.929,72.46,0.64,24.54,1127.36,0.7470103092783504,0.9915429323107012,0.8514377502575353,0.8507348004589409,73.1,97,10.961665515899659,3.775376721302803,0.9847821679779477,3.775376721302803,0.9847821679779477,0.03892140949796712,0.012554035204101675,0.02458885543142899,0.023008428055104346,4.136694924448645,2.444191632107307,50,0.7536082474226804,47.919999999999995
60,const_high,0.124072517454624,NA,0.85,0.85,0.85,102.94,0,14.06,1653,0.8798290598290597,1,0.9360485164171211,0.934017330079422,102.94,117,24.387658109664915,1.0768434597167287,0,1.0768434597167287,0,0.009203790253989094,0,0.005201832048311773,0.005183903611861814,1.0768434597167287,4.626459529211132,50,0.8798290598290598,88.88
60,const_high,0.124072517454624,NA,0.9,0.9,0.9,105.1,0,11.9,1653,0.8982905982905981,1,0.9463803100282746,0.9443713557452057,105.1,117,24.557414083480833,1.3887301496588271,0,1.3887301496588271,0,0.011869488458622594,0,0.006564106009213618,0.006622975479562152,1.3887301496588271,5.522647691482668,50,0.8982905982905982,93.19999999999999
60,const_high,0.124072517454624,NA,0.95,0.95,0.95,107.36,0,9.64,1653,0.9176068376068378,1,0.9570079267562538,0.9551260252453767,107.36,117,24.4436749792099,1.1204955172072901,0,1.1204955172072901,0,0.009576884762455492,0,0.005192457340609108,0.005299124807414346,1.1204955172072901,4.459401893268115,50,0.9176068376068376,97.72
60,const_low,0.124072517454624,NA,0.01,0.01,0.01,61.56,0.02,55.44,1652.98,0.5261538461538462,0.9997530864197531,0.6886423959944052,0.7129724036198977,61.58,117,24.610031404495246,4.491079593857957,0.1414213562373095,4.491079593857957,0.1414213562373095,0.03838529567399964,0.0017459426695964528,0.0318441776444811,0.02612579036615029,4.576292055757787,5.315636614358149,50,0.5263247863247863,6.1200000000000045
60,const_low,0.124072517454624,NA,0.03,0.03,0.03,52.84,0,64.16,1653,0.4516239316239316,1,0.6217649864714654,0.6590848566322454,52.84,117,24.343132557868962,3.164600113371517,0,3.164600113371517,0,0.02704786421685069,0,0.02562117057243848,0.020331085698554244,3.164600113371517,4.134468662022648,50,0.45162393162393166,-11.319999999999993
60,const_low,0.124072517454624,NA,0.05,0.05,0.05,49.06,0.04,67.94,1652.96,0.41931623931623935,0.9992854864433812,0.5902115839517897,0.634058755168833,49.1,117,24.33723297119141,3.2097428214098147,0.1979486637221574,3.2097428214098147,0.1979486637221574,0.027433699328289006,0.0035365122985593286,0.026736424244650385,0.020758922866015907,3.290369373223149,5.902347497389009,50,0.41965811965811967,-18.879999999999995
60,lambda_double,0.124072517454624,2,NA,0.7802467720515678,0.78,69.02,0.1,47.98,1652.9,0.58991452991453,0.9987681375472073,0.7398518607090783,0.7556937905238792,69.12,117,24.485657634735112,7.178454156824619,0.4629100498862757,7.178454156824619,0.4629100498862757,0.061354309032689056,0.00552963539846369,0.047424292798489386,0.03999921486814328,7.3391319066260925,5.6245051149214005,50,0.5907692307692308,21.04
60,lambda_double,0.124072517454624,3,NA,0.6892042881912673,0.689,66.98,0,50.02,1653,0.5724786324786325,1,0.726928568321993,0.7448327532825655,66.98,117,24.074746079444886,5.822160339634092,0,5.822160339634092,0,0.04976205418490685,0,0.03856151297550375,0.03284836243802172,5.822160339634092,5.074883045630283,50,0.5724786324786325,16.96
60,lambda_double,0.124072517454624,4,NA,0.6087850252968913,0.609,65.04,0,51.96,1653,0.5558974358974359,1,0.7141027605109461,0.7338980669107591,65.04,117,24.579048023223876,3.5222905348998252,0,3.5222905348998252,0,0.0301050473068362,0,0.0245575376705041,0.020481284525733074,3.5222905348998252,5.70752301360606,50,0.5558974358974359,13.080000000000005
60,lambda_half,0.124072517454624,0.25,NA,0.9694579972601257,0.969,107.16,0,9.84,1653,0.915897435897436,1,0.9560207374005538,0.954154272965592,107.16,117,24.335967507362373,2.013829735623554,0,2.013829735623554,0,0.017212219962594543,0,0.009319966949699103,0.009518644394958569,2.013829735623554,4.982895524880263,50,0.9158974358974359,97.32
