"started_at_utc","finished_at_utc","elapsed_seconds","package_version","r_version","platform","machine","logical_cores","master_seed","code_md5","design_md5","contract_md5","tex_engine"
"2026-07-14 02:05:57 UTC","2026-07-14 02:14:16 UTC",499.66,"1.0.0","R version 4.6.1 (2026-06-24)","aarch64-apple-darwin25.4.0","arm64",18,20260714,"3bd4b3bf0e3a4700a579d9011cfa4df6","1e4df416f45d0fc7a1edfbc352ca7029","c28284457e9b498c13738adbb429d4fa","pdfTeX 3.141592653-2.6-1.40.29 (TeX Live 2026)"
