"replicate","n_permutations","global_p_value","global_reject","n_selected","elapsed_seconds"
142,99,0.01,TRUE,1,0.0109999999999957
142,199,0.005,TRUE,1,0.0109999999999957
142,999,0.001,TRUE,1,0.01400000000001
142,4999,2e-04,TRUE,1,0.0249999999999773
143,99,0.01,TRUE,2,0.0109999999999957
143,199,0.005,TRUE,2,0.0109999999999957
143,999,0.001,TRUE,2,0.0130000000000052
143,4999,2e-04,TRUE,2,0.0240000000000009
144,99,0.01,TRUE,2,0.0109999999999957
144,199,0.005,TRUE,2,0.0110000000000241
144,999,0.001,TRUE,2,0.01400000000001
144,4999,2e-04,TRUE,2,0.0260000000000105
145,99,0.01,TRUE,0,0.0120000000000005
145,199,0.01,TRUE,0,0.0120000000000005
145,999,0.004,TRUE,0,0.0150000000000148
145,4999,0.0026,TRUE,0,0.025999999999982
146,99,0.01,TRUE,1,0.0120000000000005
146,199,0.005,TRUE,1,0.0130000000000052
146,999,0.001,TRUE,1,0.0139999999999816
146,4999,2e-04,TRUE,1,0.0269999999999868
147,99,0.01,TRUE,0,0.0120000000000005
147,199,0.005,TRUE,0,0.0120000000000005
147,999,0.001,TRUE,0,0.0130000000000052
147,4999,2e-04,TRUE,0,0.025999999999982
148,99,0.01,TRUE,1,0.0109999999999957
148,199,0.005,TRUE,1,0.0120000000000005
148,999,0.001,TRUE,1,0.0130000000000052
148,4999,2e-04,TRUE,1,0.0260000000000105
149,99,0.01,TRUE,1,0.0120000000000005
149,199,0.005,TRUE,1,0.0120000000000005
149,999,0.001,TRUE,1,0.0160000000000196
149,4999,2e-04,TRUE,1,0.0279999999999916
150,99,0.01,TRUE,1,0.0139999999999816
150,199,0.005,TRUE,1,0.0149999999999864
150,999,0.001,TRUE,1,0.049999999999983
150,4999,2e-04,TRUE,1,0.0260000000000105
151,99,0.01,TRUE,1,0.0120000000000005
151,199,0.005,TRUE,1,0.0129999999999768
151,999,0.001,TRUE,1,0.0159999999999911
151,4999,2e-04,TRUE,1,0.0260000000000105
152,99,0.01,TRUE,1,0.0120000000000005
152,199,0.005,TRUE,1,0.0120000000000005
152,999,0.001,TRUE,1,0.01400000000001
152,4999,2e-04,TRUE,1,0.025999999999982
153,99,0.01,TRUE,0,0.0109999999999957
153,199,0.005,TRUE,0,0.0120000000000005
153,999,0.001,TRUE,0,0.0150000000000148
153,4999,2e-04,TRUE,0,0.0260000000000105
154,99,0.01,TRUE,1,0.0120000000000005
154,199,0.005,TRUE,1,0.0120000000000005
154,999,0.002,TRUE,1,0.0149999999999864
154,4999,0.0014,TRUE,1,0.0249999999999773
155,99,0.01,TRUE,1,0.0120000000000005
155,199,0.005,TRUE,1,0.0120000000000005
155,999,0.001,TRUE,1,0.01400000000001
155,4999,0.0014,TRUE,1,0.0260000000000105
156,99,0.01,TRUE,1,0.0120000000000005
156,199,0.005,TRUE,1,0.0120000000000005
156,999,0.001,TRUE,1,0.0159999999999911
156,4999,2e-04,TRUE,1,0.0270000000000152
157,99,0.02,TRUE,0,0.0120000000000005
157,199,0.005,TRUE,0,0.0130000000000052
157,999,0.004,TRUE,0,0.01400000000001
157,4999,0.0056,TRUE,0,0.0270000000000152
158,99,0.01,TRUE,1,0.0120000000000005
158,199,0.005,TRUE,1,0.0130000000000052
158,999,0.001,TRUE,1,0.0149999999999864
158,4999,2e-04,TRUE,1,0.0300000000000011
159,99,0.01,TRUE,0,0.0130000000000052
159,199,0.005,TRUE,0,0.0139999999999816
159,999,0.001,TRUE,0,0.0159999999999911
159,4999,2e-04,TRUE,0,0.0269999999999868
160,99,0.01,TRUE,0,0.0120000000000005
160,199,0.01,TRUE,0,0.0120000000000005
160,999,0.001,TRUE,0,0.0139999999999816
160,4999,0.0024,TRUE,0,0.0269999999999868
161,99,0.01,TRUE,2,0.0120000000000005
161,199,0.005,TRUE,2,0.0120000000000005
161,999,0.001,TRUE,2,0.01400000000001
161,4999,2e-04,TRUE,2,0.0260000000000105
162,99,0.01,TRUE,2,0.0120000000000005
162,199,0.005,TRUE,2,0.0109999999999957
162,999,0.001,TRUE,2,0.0150000000000148
162,4999,2e-04,TRUE,2,0.0260000000000105
163,99,0.01,TRUE,2,0.0120000000000005
163,199,0.005,TRUE,2,0.0120000000000005
163,999,0.001,TRUE,2,0.0149999999999864
163,4999,2e-04,TRUE,2,0.025999999999982
164,99,0.01,TRUE,1,0.0109999999999957
164,199,0.005,TRUE,1,0.0110000000000241
164,999,0.001,TRUE,1,0.01400000000001
164,4999,2e-04,TRUE,1,0.0250000000000057
165,99,0.01,TRUE,0,0.0110000000000241
165,199,0.005,TRUE,0,0.0109999999999957
165,999,0.001,TRUE,0,0.0149999999999864
165,4999,2e-04,TRUE,0,0.025999999999982
166,99,0.01,TRUE,0,0.0120000000000005
166,199,0.005,TRUE,0,0.0120000000000005
166,999,0.001,TRUE,0,0.0139999999999816
166,4999,2e-04,TRUE,0,0.0269999999999868
167,99,0.01,TRUE,0,0.0120000000000005
167,199,0.025,TRUE,0,0.0130000000000052
167,999,0.016,TRUE,0,0.0149999999999864
167,4999,0.008,TRUE,0,0.0269999999999868
168,99,0.01,TRUE,2,0.0120000000000005
168,199,0.005,TRUE,2,0.0130000000000052
168,999,0.001,TRUE,2,0.01400000000001
168,4999,2e-04,TRUE,2,0.0260000000000105
169,99,0.01,TRUE,2,0.011999999999972
169,199,0.005,TRUE,2,0.0120000000000005
169,999,0.001,TRUE,2,0.01400000000001
169,4999,2e-04,TRUE,2,0.025999999999982
170,99,0.01,TRUE,2,0.0109999999999957
170,199,0.005,TRUE,2,0.0120000000000005
170,999,0.001,TRUE,2,0.01400000000001
170,4999,2e-04,TRUE,2,0.0260000000000105
171,99,0.01,TRUE,0,0.0109999999999957
171,199,0.005,TRUE,0,0.0120000000000005
171,999,0.005,TRUE,0,0.0139999999999816
171,4999,0.0042,TRUE,0,0.0260000000000105
172,99,0.04,TRUE,1,0.0120000000000005
172,199,0.005,TRUE,1,0.0130000000000052
172,999,0.01,TRUE,1,0.0150000000000148
172,4999,0.01,TRUE,1,0.0260000000000105
173,99,0.02,TRUE,0,0.0110000000000241
173,199,0.035,TRUE,0,0.0109999999999957
173,999,0.003,TRUE,0,0.0130000000000052
173,4999,0.0116,TRUE,0,0.0270000000000152
174,99,0.01,TRUE,1,0.0109999999999957
174,199,0.005,TRUE,1,0.0120000000000005
174,999,0.001,TRUE,1,0.01400000000001
174,4999,2e-04,TRUE,1,0.0260000000000105
175,99,0.01,TRUE,1,0.0120000000000005
175,199,0.005,TRUE,1,0.0120000000000005
175,999,0.001,TRUE,1,0.0150000000000148
175,4999,2e-04,TRUE,1,0.0260000000000105
176,99,0.01,TRUE,2,0.0110000000000241
176,199,0.005,TRUE,2,0.0120000000000005
176,999,0.001,TRUE,2,0.0139999999999816
176,4999,2e-04,TRUE,2,0.0269999999999868
177,99,0.01,TRUE,2,0.0120000000000005
177,199,0.005,TRUE,2,0.0109999999999957
177,999,0.001,TRUE,2,0.01400000000001
177,4999,2e-04,TRUE,2,0.0260000000000105
178,99,0.01,TRUE,1,0.0129999999999768
178,199,0.005,TRUE,1,0.0120000000000005
178,999,0.001,TRUE,1,0.0149999999999864
178,4999,2e-04,TRUE,1,0.025999999999982
179,99,0.01,TRUE,1,0.0120000000000005
179,199,0.005,TRUE,1,0.0109999999999957
179,999,0.001,TRUE,1,0.0139999999999816
179,4999,2e-04,TRUE,1,0.0269999999999868
180,99,0.01,TRUE,0,0.0130000000000052
180,199,0.005,TRUE,0,0.01400000000001
180,999,0.001,TRUE,0,0.0160000000000196
180,4999,2e-04,TRUE,0,0.02800000000002
181,99,0.01,TRUE,0,0.0130000000000052
181,199,0.005,TRUE,0,0.0130000000000052
181,999,0.001,TRUE,0,0.0159999999999911
181,4999,0.0012,TRUE,0,0.0269999999999868
182,99,0.01,TRUE,1,0.0109999999999957
182,199,0.005,TRUE,1,0.0120000000000005
182,999,0.001,TRUE,1,0.0139999999999816
182,4999,2e-04,TRUE,1,0.025999999999982
183,99,0.01,TRUE,1,0.0130000000000052
183,199,0.005,TRUE,1,0.0130000000000052
183,999,0.001,TRUE,1,0.0149999999999864
183,4999,2e-04,TRUE,1,0.0279999999999916
184,99,0.01,TRUE,2,0.0120000000000005
184,199,0.005,TRUE,2,0.0130000000000052
184,999,0.001,TRUE,2,0.01400000000001
184,4999,2e-04,TRUE,2,0.0270000000000152
185,99,0.01,TRUE,0,0.0120000000000005
185,199,0.015,TRUE,0,0.0130000000000052
185,999,0.007,TRUE,0,0.0150000000000148
185,4999,0.0074,TRUE,0,0.0320000000000107
186,99,0.01,TRUE,3,0.0169999999999959
186,199,0.005,TRUE,3,0.0130000000000052
186,999,0.001,TRUE,3,0.0149999999999864
186,4999,2e-04,TRUE,3,0.0269999999999868
187,99,0.01,TRUE,1,0.0120000000000005
187,199,0.01,TRUE,1,0.0130000000000052
187,999,0.003,TRUE,1,0.0160000000000196
187,4999,0.0022,TRUE,1,0.0270000000000152
188,99,0.01,TRUE,0,0.0120000000000005
188,199,0.005,TRUE,0,0.0129999999999768
188,999,0.001,TRUE,0,0.0150000000000148
188,4999,2e-04,TRUE,0,0.0279999999999916
189,99,0.01,TRUE,3,0.0130000000000052
189,199,0.005,TRUE,3,0.0130000000000052
189,999,0.001,TRUE,3,0.0159999999999911
189,4999,2e-04,TRUE,3,0.02800000000002
190,99,0.01,TRUE,2,0.0150000000000148
190,199,0.005,TRUE,2,0.0150000000000148
190,999,0.001,TRUE,2,0.0229999999999961
190,4999,2e-04,TRUE,2,0.0300000000000011
191,99,0.01,TRUE,2,0.01400000000001
191,199,0.005,TRUE,2,0.0130000000000052
191,999,0.001,TRUE,2,0.0159999999999911
191,4999,2e-04,TRUE,2,0.032999999999987
192,99,0.01,TRUE,1,0.0129999999999768
192,199,0.005,TRUE,1,0.0120000000000005
192,999,0.002,TRUE,1,0.0150000000000148
192,4999,4e-04,TRUE,1,0.0300000000000011
193,99,0.01,TRUE,2,0.0159999999999911
193,199,0.005,TRUE,2,0.0139999999999816
193,999,0.001,TRUE,2,0.0159999999999911
193,4999,2e-04,TRUE,2,0.0420000000000016
194,99,0.01,TRUE,2,0.01400000000001
194,199,0.005,TRUE,2,0.0130000000000052
194,999,0.001,TRUE,2,0.0159999999999911
194,4999,2e-04,TRUE,2,0.0319999999999823
195,99,0.01,TRUE,1,0.0149999999999864
195,199,0.005,TRUE,1,0.0170000000000243
195,999,0.001,TRUE,1,0.0159999999999911
195,4999,2e-04,TRUE,1,0.0300000000000011
196,99,0.01,TRUE,1,0.0130000000000052
196,199,0.005,TRUE,1,0.0149999999999864
196,999,0.001,TRUE,1,0.0159999999999911
196,4999,2e-04,TRUE,1,0.0279999999999916
197,99,0.01,TRUE,2,0.01400000000001
197,199,0.005,TRUE,2,0.0130000000000052
197,999,0.001,TRUE,2,0.018999999999977
197,4999,2e-04,TRUE,2,0.0269999999999868
198,99,0.01,TRUE,2,0.0139999999999816
198,199,0.005,TRUE,2,0.0130000000000052
198,999,0.001,TRUE,2,0.0150000000000148
198,4999,2e-04,TRUE,2,0.0279999999999916
199,99,0.01,TRUE,0,0.0120000000000005
199,199,0.005,TRUE,0,0.0120000000000005
199,999,0.007,TRUE,0,0.0149999999999864
199,4999,0.0032,TRUE,0,0.0269999999999868
200,99,0.01,TRUE,1,0.0120000000000005
200,199,0.005,TRUE,1,0.0120000000000005
200,999,0.001,TRUE,1,0.0159999999999911
200,4999,4e-04,TRUE,1,0.0269999999999868
201,99,0.01,TRUE,3,0.0130000000000052
201,199,0.005,TRUE,3,0.0120000000000005
201,999,0.001,TRUE,3,0.0149999999999864
201,4999,2e-04,TRUE,3,0.0269999999999868
202,99,0.01,TRUE,1,0.0120000000000005
202,199,0.005,TRUE,1,0.0120000000000005
202,999,0.001,TRUE,1,0.0149999999999864
202,4999,2e-04,TRUE,1,0.0279999999999916
203,99,0.01,TRUE,1,0.0120000000000005
203,199,0.005,TRUE,1,0.0120000000000005
203,999,0.001,TRUE,1,0.0159999999999911
203,4999,2e-04,TRUE,1,0.0619999999999834
204,99,0.01,TRUE,1,0.0120000000000005
204,199,0.005,TRUE,1,0.0120000000000005
204,999,0.001,TRUE,1,0.0149999999999864
204,4999,2e-04,TRUE,1,0.0260000000000105
205,99,0.01,TRUE,1,0.0120000000000005
205,199,0.005,TRUE,1,0.0149999999999864
205,999,0.001,TRUE,1,0.0149999999999864
205,4999,2e-04,TRUE,1,0.025999999999982
206,99,0.01,TRUE,2,0.0120000000000005
206,199,0.005,TRUE,2,0.0120000000000005
206,999,0.001,TRUE,2,0.0139999999999816
206,4999,2e-04,TRUE,2,0.0279999999999916
207,99,0.01,TRUE,2,0.01400000000001
207,199,0.005,TRUE,2,0.0150000000000148
207,999,0.001,TRUE,2,0.0150000000000148
207,4999,2e-04,TRUE,2,0.02800000000002
208,99,0.01,TRUE,0,0.0120000000000005
208,199,0.005,TRUE,0,0.0130000000000052
208,999,0.001,TRUE,0,0.0149999999999864
208,4999,2e-04,TRUE,0,0.0279999999999916
209,99,0.01,TRUE,1,0.0139999999999816
209,199,0.005,TRUE,1,0.0149999999999864
209,999,0.001,TRUE,1,0.0169999999999959
209,4999,2e-04,TRUE,1,0.0290000000000248
210,99,0.01,TRUE,0,0.01400000000001
210,199,0.005,TRUE,0,0.0130000000000052
210,999,0.001,TRUE,0,0.0160000000000196
210,4999,2e-04,TRUE,0,0.02800000000002
211,99,0.01,TRUE,0,0.0130000000000052
211,199,0.005,TRUE,0,0.0120000000000005
211,999,0.001,TRUE,0,0.0169999999999959
211,4999,6e-04,TRUE,0,0.0309999999999775
212,99,0.01,TRUE,2,0.0139999999999816
212,199,0.005,TRUE,2,0.0130000000000052
212,999,0.001,TRUE,2,0.0150000000000148
212,4999,2e-04,TRUE,2,0.02800000000002
213,99,0.01,TRUE,2,0.0159999999999911
213,199,0.005,TRUE,2,0.0160000000000196
213,999,0.001,TRUE,2,0.0160000000000196
213,4999,2e-04,TRUE,2,0.0279999999999916
214,99,0.01,TRUE,1,0.0120000000000005
214,199,0.005,TRUE,1,0.0130000000000052
214,999,0.001,TRUE,1,0.0159999999999911
214,4999,2e-04,TRUE,1,0.0270000000000152
215,99,0.01,TRUE,1,0.0120000000000005
215,199,0.005,TRUE,1,0.0120000000000005
215,999,0.001,TRUE,1,0.0150000000000148
215,4999,2e-04,TRUE,1,0.0289999999999964
216,99,0.01,TRUE,3,0.0120000000000005
216,199,0.005,TRUE,3,0.0120000000000005
216,999,0.001,TRUE,3,0.0149999999999864
216,4999,2e-04,TRUE,3,0.0270000000000152
217,99,0.01,TRUE,1,0.0130000000000052
217,199,0.005,TRUE,1,0.0130000000000052
217,999,0.001,TRUE,1,0.0149999999999864
217,4999,2e-04,TRUE,1,0.0260000000000105
218,99,0.01,TRUE,0,0.0120000000000005
218,199,0.005,TRUE,0,0.0120000000000005
218,999,0.001,TRUE,0,0.0150000000000148
218,4999,6e-04,TRUE,0,0.0260000000000105
219,99,0.01,TRUE,2,0.0120000000000005
219,199,0.005,TRUE,2,0.0130000000000052
219,999,0.001,TRUE,2,0.0180000000000007
219,4999,2e-04,TRUE,2,0.0279999999999916
220,99,0.01,TRUE,1,0.0120000000000005
220,199,0.005,TRUE,1,0.0120000000000005
220,999,0.001,TRUE,1,0.0149999999999864
220,4999,2e-04,TRUE,1,0.025999999999982
221,99,0.01,TRUE,0,0.0120000000000005
221,199,0.005,TRUE,0,0.0120000000000005
221,999,0.003,TRUE,0,0.0180000000000007
221,4999,0.003,TRUE,0,0.0819999999999936
222,99,0.01,TRUE,0,0.0120000000000005
222,199,0.005,TRUE,0,0.0130000000000052
222,999,0.001,TRUE,0,0.0149999999999864
222,4999,2e-04,TRUE,0,0.0269999999999868
223,99,0.01,TRUE,1,0.0109999999999957
223,199,0.005,TRUE,1,0.011999999999972
223,999,0.001,TRUE,1,0.01400000000001
223,4999,2e-04,TRUE,1,0.0289999999999964
224,99,0.01,TRUE,3,0.01400000000001
224,199,0.005,TRUE,3,0.0120000000000005
224,999,0.001,TRUE,3,0.0139999999999816
224,4999,2e-04,TRUE,3,0.025999999999982
225,99,0.01,TRUE,2,0.0120000000000005
225,199,0.005,TRUE,2,0.0120000000000005
225,999,0.001,TRUE,2,0.0139999999999816
225,4999,2e-04,TRUE,2,0.025999999999982
226,99,0.01,TRUE,0,0.0120000000000005
226,199,0.005,TRUE,0,0.0120000000000005
226,999,0.001,TRUE,0,0.0149999999999864
226,4999,2e-04,TRUE,0,0.0260000000000105
227,99,0.01,TRUE,1,0.0120000000000005
227,199,0.005,TRUE,1,0.0120000000000005
227,999,0.001,TRUE,1,0.0150000000000148
227,4999,4e-04,TRUE,1,0.0260000000000105
228,99,0.01,TRUE,1,0.0130000000000052
228,199,0.005,TRUE,1,0.0120000000000005
228,999,0.001,TRUE,1,0.0150000000000148
228,4999,2e-04,TRUE,1,0.0270000000000152
229,99,0.01,TRUE,0,0.0120000000000005
229,199,0.01,TRUE,0,0.0130000000000052
229,999,0.006,TRUE,0,0.0150000000000148
229,4999,0.0054,TRUE,0,0.0270000000000152
230,99,0.01,TRUE,2,0.0120000000000005
230,199,0.005,TRUE,2,0.0129999999999768
230,999,0.001,TRUE,2,0.0150000000000148
230,4999,2e-04,TRUE,2,0.0270000000000152
231,99,0.01,TRUE,1,0.0109999999999957
231,199,0.005,TRUE,1,0.0120000000000005
231,999,0.001,TRUE,1,0.01400000000001
231,4999,2e-04,TRUE,1,0.0260000000000105
232,99,0.01,TRUE,1,0.0120000000000005
232,199,0.005,TRUE,1,0.0120000000000005
232,999,0.001,TRUE,1,0.0150000000000148
232,4999,2e-04,TRUE,1,0.0270000000000152
233,99,0.01,TRUE,1,0.011999999999972
233,199,0.005,TRUE,1,0.0130000000000052
233,999,0.001,TRUE,1,0.0160000000000196
233,4999,2e-04,TRUE,1,0.0270000000000152
234,99,0.01,TRUE,1,0.0120000000000005
234,199,0.005,TRUE,1,0.0120000000000005
234,999,0.001,TRUE,1,0.0139999999999816
234,4999,2e-04,TRUE,1,0.0269999999999868
235,99,0.01,TRUE,1,0.0130000000000052
235,199,0.005,TRUE,1,0.0120000000000005
235,999,0.001,TRUE,1,0.0159999999999911
235,4999,2e-04,TRUE,1,0.0269999999999868
236,99,0.01,TRUE,0,0.0120000000000005
236,199,0.01,TRUE,0,0.0120000000000005
236,999,0.001,TRUE,0,0.0139999999999816
236,4999,2e-04,TRUE,0,0.025999999999982
237,99,0.01,TRUE,2,0.0120000000000005
237,199,0.005,TRUE,2,0.0120000000000005
237,999,0.001,TRUE,2,0.01400000000001
237,4999,2e-04,TRUE,2,0.0269999999999868
238,99,0.01,TRUE,2,0.0120000000000005
238,199,0.005,TRUE,2,0.0120000000000005
238,999,0.001,TRUE,2,0.01400000000001
238,4999,2e-04,TRUE,2,0.0270000000000152
239,99,0.01,TRUE,0,0.0120000000000005
239,199,0.005,TRUE,0,0.0420000000000016
239,999,0.001,TRUE,0,0.0149999999999864
239,4999,4e-04,TRUE,0,0.0270000000000152
240,99,0.01,TRUE,2,0.0120000000000005
240,199,0.005,TRUE,2,0.0120000000000005
240,999,0.001,TRUE,2,0.0150000000000148
240,4999,2e-04,TRUE,2,0.0370000000000061
241,99,0.01,TRUE,2,0.0130000000000052
241,199,0.005,TRUE,2,0.0130000000000052
241,999,0.001,TRUE,2,0.0149999999999864
241,4999,2e-04,TRUE,2,0.0279999999999916
242,99,0.01,TRUE,0,0.0120000000000005
242,199,0.005,TRUE,0,0.0120000000000005
242,999,0.001,TRUE,0,0.0150000000000148
242,4999,4e-04,TRUE,0,0.025999999999982
243,99,0.01,TRUE,1,0.0120000000000005
243,199,0.005,TRUE,1,0.0130000000000052
243,999,0.001,TRUE,1,0.0159999999999911
243,4999,2e-04,TRUE,1,0.0269999999999868
244,99,0.01,TRUE,1,0.0139999999999816
244,199,0.005,TRUE,1,0.0130000000000052
244,999,0.001,TRUE,1,0.0160000000000196
244,4999,2e-04,TRUE,1,0.0279999999999916
245,99,0.01,TRUE,0,0.0130000000000052
245,199,0.005,TRUE,0,0.0139999999999816
245,999,0.001,TRUE,0,0.0149999999999864
245,4999,2e-04,TRUE,0,0.0279999999999916
246,99,0.02,TRUE,0,0.0120000000000005
246,199,0.015,TRUE,0,0.0130000000000052
246,999,0.014,TRUE,0,0.0149999999999864
246,4999,0.0106,TRUE,0,0.025999999999982
247,99,0.01,TRUE,1,0.0109999999999957
247,199,0.005,TRUE,1,0.0120000000000005
247,999,0.002,TRUE,1,0.0150000000000148
247,4999,6e-04,TRUE,1,0.0250000000000057
248,99,0.01,TRUE,2,0.0120000000000005
248,199,0.005,TRUE,2,0.0120000000000005
248,999,0.001,TRUE,2,0.0150000000000148
248,4999,2e-04,TRUE,2,0.0270000000000152
249,99,0.01,TRUE,0,0.0120000000000005
249,199,0.005,TRUE,0,0.0120000000000005
249,999,0.001,TRUE,0,0.0150000000000148
249,4999,2e-04,TRUE,0,0.0270000000000152
250,99,0.01,TRUE,0,0.0110000000000241
250,199,0.005,TRUE,0,0.0120000000000005
250,999,0.002,TRUE,0,0.0139999999999816
250,4999,2e-04,TRUE,0,0.0250000000000057
251,99,0.01,TRUE,1,0.0109999999999957
251,199,0.005,TRUE,1,0.0109999999999957
251,999,0.001,TRUE,1,0.01400000000001
251,4999,2e-04,TRUE,1,0.0260000000000105
252,99,0.01,TRUE,1,0.0110000000000241
252,199,0.005,TRUE,1,0.0109999999999957
252,999,0.001,TRUE,1,0.0149999999999864
252,4999,2e-04,TRUE,1,0.0260000000000105
253,99,0.01,TRUE,0,0.0120000000000005
253,199,0.005,TRUE,0,0.0129999999999768
253,999,0.001,TRUE,0,0.01400000000001
253,4999,2e-04,TRUE,0,0.0269999999999868
254,99,0.02,TRUE,0,0.0109999999999957
254,199,0.035,TRUE,0,0.0120000000000005
254,999,0.022,TRUE,0,0.01400000000001
254,4999,0.0226,TRUE,0,0.0260000000000105
255,99,0.01,TRUE,2,0.0109999999999957
255,199,0.005,TRUE,2,0.0120000000000005
255,999,0.001,TRUE,2,0.0129999999999768
255,4999,2e-04,TRUE,2,0.0260000000000105
256,99,0.01,TRUE,1,0.0120000000000005
256,199,0.005,TRUE,1,0.0120000000000005
256,999,0.001,TRUE,1,0.01400000000001
256,4999,2e-04,TRUE,1,0.0250000000000057
257,99,0.01,TRUE,1,0.0389999999999873
257,199,0.005,TRUE,1,0.0120000000000005
257,999,0.001,TRUE,1,0.01400000000001
257,4999,2e-04,TRUE,1,0.0260000000000105
258,99,0.01,TRUE,1,0.0110000000000241
258,199,0.005,TRUE,1,0.0120000000000005
258,999,0.001,TRUE,1,0.0139999999999816
258,4999,2e-04,TRUE,1,0.0250000000000057
259,99,0.01,TRUE,1,0.0120000000000005
259,199,0.005,TRUE,1,0.0120000000000005
259,999,0.001,TRUE,1,0.0150000000000148
259,4999,6e-04,TRUE,1,0.025999999999982
260,99,0.01,TRUE,1,0.0109999999999957
260,199,0.005,TRUE,1,0.0120000000000005
260,999,0.001,TRUE,1,0.01400000000001
260,4999,2e-04,TRUE,1,0.0250000000000057
261,99,0.01,TRUE,2,0.0120000000000005
261,199,0.005,TRUE,2,0.0120000000000005
261,999,0.001,TRUE,2,0.0139999999999816
261,4999,2e-04,TRUE,2,0.0250000000000057
262,99,0.01,TRUE,1,0.0120000000000005
262,199,0.005,TRUE,1,0.0120000000000005
262,999,0.001,TRUE,1,0.0150000000000148
262,4999,2e-04,TRUE,1,0.0270000000000152
263,99,0.01,TRUE,2,0.0109999999999957
263,199,0.005,TRUE,2,0.0120000000000005
263,999,0.001,TRUE,2,0.01400000000001
263,4999,2e-04,TRUE,2,0.025999999999982
264,99,0.01,TRUE,2,0.0120000000000005
264,199,0.005,TRUE,2,0.0120000000000005
264,999,0.001,TRUE,2,0.0150000000000148
264,4999,2e-04,TRUE,2,0.0260000000000105
265,99,0.01,TRUE,1,0.0109999999999957
265,199,0.005,TRUE,1,0.0120000000000005
265,999,0.001,TRUE,1,0.0139999999999816
265,4999,2e-04,TRUE,1,0.025999999999982
266,99,0.01,TRUE,1,0.0120000000000005
266,199,0.005,TRUE,1,0.0120000000000005
266,999,0.001,TRUE,1,0.0150000000000148
266,4999,2e-04,TRUE,1,0.0260000000000105
267,99,0.01,TRUE,2,0.0120000000000005
267,199,0.005,TRUE,2,0.0120000000000005
267,999,0.001,TRUE,2,0.0150000000000148
267,4999,2e-04,TRUE,2,0.0270000000000152
268,99,0.01,TRUE,1,0.0120000000000005
268,199,0.005,TRUE,1,0.0120000000000005
268,999,0.001,TRUE,1,0.01400000000001
268,4999,2e-04,TRUE,1,0.0260000000000105
269,99,0.01,TRUE,2,0.0110000000000241
269,199,0.005,TRUE,2,0.0120000000000005
269,999,0.001,TRUE,2,0.0139999999999816
269,4999,2e-04,TRUE,2,0.0260000000000105
270,99,0.01,TRUE,2,0.0109999999999957
270,199,0.005,TRUE,2,0.0120000000000005
270,999,0.001,TRUE,2,0.01400000000001
270,4999,2e-04,TRUE,2,0.0260000000000105
271,99,0.01,TRUE,1,0.0109999999999957
271,199,0.005,TRUE,1,0.0109999999999957
271,999,0.001,TRUE,1,0.01400000000001
271,4999,2e-04,TRUE,1,0.0260000000000105
272,99,0.01,TRUE,0,0.0120000000000005
272,199,0.005,TRUE,0,0.0120000000000005
272,999,0.001,TRUE,0,0.0150000000000148
272,4999,0.0024,TRUE,0,0.0270000000000152
273,99,0.01,TRUE,1,0.0129999999999768
273,199,0.005,TRUE,1,0.0120000000000005
273,999,0.001,TRUE,1,0.0150000000000148
273,4999,2e-04,TRUE,1,0.025999999999982
274,99,0.01,TRUE,0,0.0120000000000005
274,199,0.01,TRUE,0,0.0120000000000005
274,999,0.001,TRUE,0,0.0139999999999816
274,4999,6e-04,TRUE,0,0.0529999999999973
275,99,0.02,TRUE,0,0.0109999999999957
275,199,0.02,TRUE,0,0.0120000000000005
275,999,0.008,TRUE,0,0.0139999999999816
275,4999,0.0098,TRUE,0,0.0260000000000105
276,99,0.01,TRUE,1,0.0109999999999957
276,199,0.005,TRUE,1,0.0120000000000005
276,999,0.001,TRUE,1,0.01400000000001
276,4999,2e-04,TRUE,1,0.0250000000000057
277,99,0.01,TRUE,2,0.0120000000000005
277,199,0.005,TRUE,2,0.0120000000000005
277,999,0.001,TRUE,2,0.01400000000001
277,4999,2e-04,TRUE,2,0.0260000000000105
278,99,0.01,TRUE,0,0.0109999999999957
278,199,0.005,TRUE,0,0.0120000000000005
278,999,0.001,TRUE,0,0.01400000000001
278,4999,2e-04,TRUE,0,0.025999999999982
279,99,0.01,TRUE,0,0.0120000000000005
279,199,0.02,TRUE,0,0.0120000000000005
279,999,0.005,TRUE,0,0.0149999999999864
279,4999,0.0024,TRUE,0,0.0260000000000105
280,99,0.01,TRUE,1,0.0120000000000005
280,199,0.005,TRUE,1,0.0120000000000005
280,999,0.001,TRUE,1,0.0150000000000148
280,4999,2e-04,TRUE,1,0.0270000000000152
281,99,0.01,TRUE,2,0.0120000000000005
281,199,0.005,TRUE,2,0.0120000000000005
281,999,0.001,TRUE,2,0.01400000000001
281,4999,2e-04,TRUE,2,0.0260000000000105
282,99,0.01,TRUE,0,0.0110000000000241
282,199,0.005,TRUE,0,0.0120000000000005
282,999,0.001,TRUE,0,0.0139999999999816
282,4999,6e-04,TRUE,0,0.025999999999982
283,99,0.01,TRUE,1,0.0129999999999768
283,199,0.005,TRUE,1,0.0120000000000005
283,999,0.001,TRUE,1,0.0150000000000148
283,4999,2e-04,TRUE,1,0.02800000000002
284,99,0.01,TRUE,3,0.0130000000000052
284,199,0.005,TRUE,3,0.0129999999999768
284,999,0.001,TRUE,3,0.0149999999999864
284,4999,2e-04,TRUE,3,0.0269999999999868
