"replicate","n_permutations","global_p_value","global_reject","n_selected","elapsed_seconds"
428,199,0.005,TRUE,2,0.0109999999999957
428,999,0.001,TRUE,2,0.01400000000001
428,4999,2e-04,TRUE,2,0.0260000000000105
429,99,0.01,TRUE,2,0.0120000000000005
429,199,0.005,TRUE,2,0.0120000000000005
429,999,0.001,TRUE,2,0.01400000000001
429,4999,2e-04,TRUE,2,0.0260000000000105
430,99,0.01,TRUE,0,0.0120000000000005
430,199,0.005,TRUE,0,0.0130000000000052
430,999,0.001,TRUE,0,0.0150000000000148
430,4999,2e-04,TRUE,0,0.02800000000002
431,99,0.01,TRUE,2,0.0120000000000005
431,199,0.005,TRUE,2,0.0129999999999768
431,999,0.001,TRUE,2,0.0169999999999959
431,4999,2e-04,TRUE,2,0.0269999999999868
432,99,0.01,TRUE,3,0.0129999999999768
432,199,0.005,TRUE,3,0.0130000000000052
432,999,0.001,TRUE,3,0.021000000000015
432,4999,2e-04,TRUE,3,0.02800000000002
433,99,0.01,TRUE,0,0.0130000000000052
433,199,0.005,TRUE,0,0.0139999999999816
433,999,0.001,TRUE,0,0.0199999999999818
433,4999,2e-04,TRUE,0,0.0300000000000011
434,99,0.01,TRUE,2,0.0150000000000148
434,199,0.005,TRUE,2,0.01400000000001
434,999,0.001,TRUE,2,0.0159999999999911
434,4999,2e-04,TRUE,2,0.0270000000000152
435,99,0.01,TRUE,2,0.0120000000000005
435,199,0.005,TRUE,2,0.0120000000000005
435,999,0.001,TRUE,2,0.0169999999999959
435,4999,2e-04,TRUE,2,0.0279999999999916
436,99,0.01,TRUE,1,0.0120000000000005
436,199,0.005,TRUE,1,0.0120000000000005
436,999,0.001,TRUE,1,0.0150000000000148
436,4999,2e-04,TRUE,1,0.0260000000000105
437,99,0.01,TRUE,1,0.0130000000000052
437,199,0.005,TRUE,1,0.0449999999999875
437,999,0.001,TRUE,1,0.0149999999999864
437,4999,4e-04,TRUE,1,0.02800000000002
438,99,0.01,TRUE,1,0.0120000000000005
438,199,0.005,TRUE,1,0.0130000000000052
438,999,0.001,TRUE,1,0.0150000000000148
438,4999,2e-04,TRUE,1,0.0270000000000152
439,99,0.01,TRUE,1,0.0109999999999957
439,199,0.005,TRUE,1,0.0110000000000241
439,999,0.001,TRUE,1,0.0130000000000052
439,4999,2e-04,TRUE,1,0.0260000000000105
440,99,0.01,TRUE,1,0.0130000000000052
440,199,0.005,TRUE,1,0.0139999999999816
440,999,0.001,TRUE,1,0.0150000000000148
440,4999,2e-04,TRUE,1,0.0279999999999916
441,99,0.01,TRUE,2,0.0130000000000052
441,199,0.005,TRUE,2,0.0120000000000005
441,999,0.001,TRUE,2,0.0149999999999864
441,4999,2e-04,TRUE,2,0.0289999999999964
442,99,0.01,TRUE,1,0.01400000000001
442,199,0.005,TRUE,1,0.0129999999999768
442,999,0.001,TRUE,1,0.0149999999999864
442,4999,2e-04,TRUE,1,0.0269999999999868
443,99,0.01,TRUE,2,0.0130000000000052
443,199,0.005,TRUE,2,0.0120000000000005
443,999,0.001,TRUE,2,0.0149999999999864
443,4999,2e-04,TRUE,2,0.0279999999999916
444,99,0.01,TRUE,2,0.0130000000000052
444,199,0.005,TRUE,2,0.0129999999999768
444,999,0.001,TRUE,2,0.0149999999999864
444,4999,2e-04,TRUE,2,0.0320000000000107
445,99,0.01,TRUE,1,0.0130000000000052
445,199,0.005,TRUE,1,0.0120000000000005
445,999,0.001,TRUE,1,0.0139999999999816
445,4999,2e-04,TRUE,1,0.0260000000000105
446,99,0.01,TRUE,1,0.0120000000000005
446,199,0.005,TRUE,1,0.0129999999999768
446,999,0.001,TRUE,1,0.0159999999999911
446,4999,2e-04,TRUE,1,0.0270000000000152
447,99,0.01,TRUE,2,0.01400000000001
447,199,0.005,TRUE,2,0.0130000000000052
447,999,0.001,TRUE,2,0.0150000000000148
447,4999,2e-04,TRUE,2,0.0270000000000152
448,99,0.01,TRUE,1,0.0120000000000005
448,199,0.005,TRUE,1,0.0120000000000005
448,999,0.001,TRUE,1,0.0149999999999864
448,4999,2e-04,TRUE,1,0.0269999999999868
449,99,0.01,TRUE,3,0.0120000000000005
449,199,0.005,TRUE,3,0.0120000000000005
449,999,0.001,TRUE,3,0.01400000000001
449,4999,2e-04,TRUE,3,0.0260000000000105
450,99,0.01,TRUE,1,0.0120000000000005
450,199,0.005,TRUE,1,0.0130000000000052
450,999,0.001,TRUE,1,0.0150000000000148
450,4999,4e-04,TRUE,1,0.02800000000002
451,99,0.01,TRUE,2,0.0120000000000005
451,199,0.005,TRUE,2,0.0120000000000005
451,999,0.001,TRUE,2,0.0150000000000148
451,4999,2e-04,TRUE,2,0.0260000000000105
452,99,0.01,TRUE,3,0.0120000000000005
452,199,0.005,TRUE,3,0.0120000000000005
452,999,0.001,TRUE,3,0.01400000000001
452,4999,2e-04,TRUE,3,0.0249999999999773
453,99,0.01,TRUE,1,0.0120000000000005
453,199,0.005,TRUE,1,0.0120000000000005
453,999,0.001,TRUE,1,0.0149999999999864
453,4999,2e-04,TRUE,1,0.0269999999999868
454,99,0.01,TRUE,1,0.0130000000000052
454,199,0.005,TRUE,1,0.0120000000000005
454,999,0.001,TRUE,1,0.0139999999999816
454,4999,2e-04,TRUE,1,0.025999999999982
455,99,0.01,TRUE,1,0.0130000000000052
455,199,0.005,TRUE,1,0.0130000000000052
455,999,0.001,TRUE,1,0.0149999999999864
455,4999,2e-04,TRUE,1,0.0269999999999868
456,99,0.01,TRUE,1,0.0110000000000241
456,199,0.005,TRUE,1,0.0109999999999957
456,999,0.001,TRUE,1,0.0149999999999864
456,4999,2e-04,TRUE,1,0.0279999999999916
457,99,0.01,TRUE,1,0.0130000000000052
457,199,0.005,TRUE,1,0.0139999999999816
457,999,0.001,TRUE,1,0.0159999999999911
457,4999,2e-04,TRUE,1,0.0270000000000152
458,99,0.01,TRUE,2,0.0130000000000052
458,199,0.005,TRUE,2,0.0120000000000005
458,999,0.001,TRUE,2,0.0149999999999864
458,4999,2e-04,TRUE,2,0.0260000000000105
459,99,0.01,TRUE,2,0.0120000000000005
459,199,0.005,TRUE,2,0.0120000000000005
459,999,0.001,TRUE,2,0.0149999999999864
459,4999,2e-04,TRUE,2,0.0269999999999868
460,99,0.01,TRUE,0,0.0109999999999957
460,199,0.005,TRUE,0,0.0120000000000005
460,999,0.001,TRUE,0,0.0150000000000148
460,4999,0.001,TRUE,0,0.0260000000000105
461,99,0.01,TRUE,3,0.0129999999999768
461,199,0.005,TRUE,3,0.0120000000000005
461,999,0.001,TRUE,3,0.0160000000000196
461,4999,2e-04,TRUE,3,0.0289999999999964
462,99,0.01,TRUE,1,0.0120000000000005
462,199,0.005,TRUE,1,0.0130000000000052
462,999,0.001,TRUE,1,0.01400000000001
462,4999,2e-04,TRUE,1,0.0270000000000152
463,99,0.01,TRUE,1,0.0130000000000052
463,199,0.005,TRUE,1,0.0129999999999768
463,999,0.001,TRUE,1,0.0169999999999959
463,4999,2e-04,TRUE,1,0.0269999999999868
464,99,0.01,TRUE,1,0.0129999999999768
464,199,0.005,TRUE,1,0.0130000000000052
464,999,0.001,TRUE,1,0.0160000000000196
464,4999,2e-04,TRUE,1,0.02800000000002
465,99,0.01,TRUE,1,0.0130000000000052
465,199,0.005,TRUE,1,0.0120000000000005
465,999,0.002,TRUE,1,0.0149999999999864
465,4999,4e-04,TRUE,1,0.0269999999999868
466,99,0.01,TRUE,2,0.0120000000000005
466,199,0.005,TRUE,2,0.0440000000000111
466,999,0.001,TRUE,2,0.0149999999999864
466,4999,2e-04,TRUE,2,0.025999999999982
467,99,0.01,TRUE,1,0.0120000000000005
467,199,0.005,TRUE,1,0.0130000000000052
467,999,0.001,TRUE,1,0.0149999999999864
467,4999,2e-04,TRUE,1,0.0279999999999916
468,99,0.01,TRUE,0,0.0139999999999816
468,199,0.005,TRUE,0,0.0130000000000052
468,999,0.001,TRUE,0,0.0150000000000148
468,4999,2e-04,TRUE,0,0.025999999999982
469,99,0.01,TRUE,0,0.0120000000000005
469,199,0.005,TRUE,0,0.0120000000000005
469,999,0.001,TRUE,0,0.0139999999999816
469,4999,2e-04,TRUE,0,0.0269999999999868
470,99,0.01,TRUE,1,0.0120000000000005
470,199,0.005,TRUE,1,0.0120000000000005
470,999,0.001,TRUE,1,0.0149999999999864
470,4999,2e-04,TRUE,1,0.0269999999999868
471,99,0.01,TRUE,4,0.0129999999999768
471,199,0.005,TRUE,4,0.0130000000000052
471,999,0.001,TRUE,4,0.0149999999999864
471,4999,2e-04,TRUE,4,0.0269999999999868
472,99,0.02,TRUE,0,0.0120000000000005
472,199,0.025,TRUE,0,0.0120000000000005
472,999,0.007,TRUE,0,0.01400000000001
472,4999,0.0116,TRUE,0,0.0260000000000105
473,99,0.01,TRUE,2,0.0110000000000241
473,199,0.005,TRUE,2,0.0109999999999957
473,999,0.001,TRUE,2,0.0139999999999816
473,4999,2e-04,TRUE,2,0.025999999999982
474,99,0.01,TRUE,0,0.0120000000000005
474,199,0.005,TRUE,0,0.0120000000000005
474,999,0.001,TRUE,0,0.0150000000000148
474,4999,2e-04,TRUE,0,0.0260000000000105
475,99,0.01,TRUE,0,0.0120000000000005
475,199,0.005,TRUE,0,0.0120000000000005
475,999,0.002,TRUE,0,0.0150000000000148
475,4999,0.0016,TRUE,0,0.02800000000002
476,99,0.01,TRUE,0,0.0109999999999957
476,199,0.005,TRUE,0,0.0120000000000005
476,999,0.004,TRUE,0,0.0150000000000148
476,4999,0.0016,TRUE,0,0.0260000000000105
477,99,0.01,TRUE,1,0.0120000000000005
477,199,0.005,TRUE,1,0.0129999999999768
477,999,0.001,TRUE,1,0.01400000000001
477,4999,2e-04,TRUE,1,0.0260000000000105
478,99,0.01,TRUE,1,0.0130000000000052
478,199,0.005,TRUE,1,0.0130000000000052
478,999,0.001,TRUE,1,0.0150000000000148
478,4999,2e-04,TRUE,1,0.0270000000000152
479,99,0.01,TRUE,1,0.0109999999999957
479,199,0.005,TRUE,1,0.0120000000000005
479,999,0.001,TRUE,1,0.01400000000001
479,4999,2e-04,TRUE,1,0.0260000000000105
480,99,0.01,TRUE,1,0.0120000000000005
480,199,0.005,TRUE,1,0.0120000000000005
480,999,0.001,TRUE,1,0.0139999999999816
480,4999,4e-04,TRUE,1,0.025999999999982
481,99,0.01,TRUE,0,0.0109999999999957
481,199,0.005,TRUE,0,0.0130000000000052
481,999,0.001,TRUE,0,0.0149999999999864
481,4999,6e-04,TRUE,0,0.0279999999999916
482,99,0.01,TRUE,2,0.0129999999999768
482,199,0.005,TRUE,2,0.0120000000000005
482,999,0.001,TRUE,2,0.01400000000001
482,4999,2e-04,TRUE,2,0.0269999999999868
483,99,0.01,TRUE,3,0.0120000000000005
483,199,0.005,TRUE,3,0.0130000000000052
483,999,0.001,TRUE,3,0.0159999999999911
483,4999,2e-04,TRUE,3,0.0270000000000152
484,99,0.01,TRUE,2,0.0120000000000005
484,199,0.005,TRUE,2,0.0120000000000005
484,999,0.001,TRUE,2,0.0150000000000148
484,4999,2e-04,TRUE,2,0.0279999999999916
485,99,0.01,TRUE,2,0.01400000000001
485,199,0.005,TRUE,2,0.0130000000000052
485,999,0.001,TRUE,2,0.0199999999999818
485,4999,2e-04,TRUE,2,0.0279999999999916
486,99,0.01,TRUE,2,0.0120000000000005
486,199,0.005,TRUE,2,0.0120000000000005
486,999,0.001,TRUE,2,0.0160000000000196
486,4999,2e-04,TRUE,2,0.0270000000000152
487,99,0.01,TRUE,1,0.0120000000000005
487,199,0.005,TRUE,1,0.0120000000000005
487,999,0.001,TRUE,1,0.01400000000001
487,4999,2e-04,TRUE,1,0.0260000000000105
488,99,0.01,TRUE,2,0.0129999999999768
488,199,0.005,TRUE,2,0.0130000000000052
488,999,0.001,TRUE,2,0.0160000000000196
488,4999,2e-04,TRUE,2,0.0289999999999964
489,99,0.01,TRUE,1,0.0130000000000052
489,199,0.005,TRUE,1,0.0120000000000005
489,999,0.001,TRUE,1,0.0149999999999864
489,4999,2e-04,TRUE,1,0.0269999999999868
490,99,0.01,TRUE,1,0.0120000000000005
490,199,0.005,TRUE,1,0.0130000000000052
490,999,0.001,TRUE,1,0.0149999999999864
490,4999,2e-04,TRUE,1,0.0269999999999868
491,99,0.01,TRUE,2,0.0110000000000241
491,199,0.005,TRUE,2,0.0120000000000005
491,999,0.001,TRUE,2,0.0139999999999816
491,4999,2e-04,TRUE,2,0.0269999999999868
492,99,0.01,TRUE,0,0.0129999999999768
492,199,0.005,TRUE,0,0.0130000000000052
492,999,0.001,TRUE,0,0.0150000000000148
492,4999,2e-04,TRUE,0,0.0260000000000105
493,99,0.01,TRUE,3,0.0129999999999768
493,199,0.005,TRUE,3,0.0130000000000052
493,999,0.001,TRUE,3,0.0150000000000148
493,4999,2e-04,TRUE,3,0.02800000000002
494,99,0.02,TRUE,0,0.0120000000000005
494,199,0.015,TRUE,0,0.0120000000000005
494,999,0.008,TRUE,0,0.0150000000000148
494,4999,0.0064,TRUE,0,0.0260000000000105
495,99,0.01,TRUE,2,0.0409999999999968
495,199,0.005,TRUE,2,0.0169999999999959
495,999,0.001,TRUE,2,0.0160000000000196
495,4999,2e-04,TRUE,2,0.0289999999999964
496,99,0.01,TRUE,1,0.0120000000000005
496,199,0.005,TRUE,1,0.0130000000000052
496,999,0.001,TRUE,1,0.0139999999999816
496,4999,2e-04,TRUE,1,0.0269999999999868
497,99,0.01,TRUE,1,0.0120000000000005
497,199,0.005,TRUE,1,0.0120000000000005
497,999,0.001,TRUE,1,0.0149999999999864
497,4999,2e-04,TRUE,1,0.0260000000000105
498,99,0.01,TRUE,1,0.0130000000000052
498,199,0.005,TRUE,1,0.0120000000000005
498,999,0.001,TRUE,1,0.0149999999999864
498,4999,2e-04,TRUE,1,0.0269999999999868
499,99,0.03,TRUE,1,0.0120000000000005
499,199,0.01,TRUE,1,0.0120000000000005
499,999,0.006,TRUE,1,0.0139999999999816
499,4999,0.0074,TRUE,1,0.0260000000000105
500,99,0.01,TRUE,3,0.0109999999999957
500,199,0.005,TRUE,3,0.0120000000000005
500,999,0.001,TRUE,3,0.01400000000001
500,4999,2e-04,TRUE,3,0.0249999999999773
